"sample_id","image_path","crop_path","damage_class","component_class","severity_score","area_pixels","split"
"train_dacl10k_v2_train_2243_2","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_2.png","crack","bridge component unknown","0.00576416015625","7083.0","train"
"train_dacl10k_v2_train_2243_3","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_3.png","crack","bridge component unknown","0.0063623046875","7818.0","train"
"train_dacl10k_v2_train_2243_4","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_4.png","spalling","bridge component unknown","0.004375","5376.0","train"
"train_dacl10k_v2_train_2243_5","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_5.png","spalling","bridge component unknown","0.0021419270833333334","2632.0","train"
"train_dacl10k_v2_train_2243_6","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_6.png","spalling","bridge component unknown","0.00410400390625","5043.0","train"
"train_dacl10k_v2_train_2243_7","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_7.png","spalling","bridge component unknown","0.0024471028645833334","3007.0","train"
"train_dacl10k_v2_train_2243_8","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_8.png","spalling","bridge component unknown","0.00451416015625","5547.0","train"
"train_dacl10k_v2_train_2243_9","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_9.png","spalling","bridge component unknown","0.00451416015625","5547.0","train"
"train_dacl10k_v2_train_2243_10","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_10.png","spalling","bridge component unknown","0.00092041015625","1131.0","train"
"train_dacl10k_v2_train_2243_11","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_11.png","spalling","bridge component unknown","0.0024039713541666665","2954.0","train"
"train_dacl10k_v2_train_2243_12","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_12.png","spalling","bridge component unknown","0.0012581380208333333","1546.0","train"
"train_dacl10k_v2_train_2243_13","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_13.png","spalling","bridge component unknown","0.00212890625","2616.0","train"
"train_dacl10k_v2_train_2243_14","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_14.png","spalling","bridge component unknown","0.0014640299479166668","1799.0","train"
"train_dacl10k_v2_train_2243_15","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_15.png","spalling","bridge component unknown","0.0007869466145833333","967.0","train"
"train_dacl10k_v2_train_2243_16","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_16.png","spalling","bridge component unknown","0.0008260091145833333","1015.0","train"
"train_dacl10k_v2_train_2243_17","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_17.png","spalling","bridge component unknown","0.00110595703125","1359.0","train"
"train_dacl10k_v2_train_2243_18","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_18.png","spalling","bridge component unknown","0.00654296875","8040.0","train"
"train_dacl10k_v2_train_2243_19","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_19.png","spalling","bridge component unknown","0.00125244140625","1539.0","train"
"train_dacl10k_v2_train_2243_20","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_20.png","spalling","bridge component unknown","0.0009285481770833333","1141.0","train"
"train_dacl10k_v2_train_2243_21","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_21.png","spalling","bridge component unknown","0.0008365885416666667","1028.0","train"
"train_dacl10k_v2_train_2243_22","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_22.png","spalling","bridge component unknown","0.0006697591145833333","823.0","train"
"train_dacl10k_v2_train_2243_23","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_23.png","cavity","bridge component unknown","0.00107177734375","1317.0","train"
"train_dacl10k_v2_train_2243_24","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_24.png","rust","bridge component unknown","0.00037190755208333336","457.0","train"
"train_dacl10k_v2_train_2243_25","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_25.png","spalling","bridge component unknown","0.007335611979166667","9014.0","train"
"train_dacl10k_v2_train_2243_26","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_26.png","cavity","bridge component unknown","0.00017252604166666667","212.0","train"
"train_dacl10k_v2_train_2243_27","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_27.png","cavity","bridge component unknown","0.00022705078125","279.0","train"
"train_dacl10k_v2_train_2243_28","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_28.png","cavity","bridge component unknown","0.00014729817708333335","181.0","train"
"train_dacl10k_v2_train_2243_29","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_29.png","cavity","bridge component unknown","0.00024983723958333336","307.0","train"
"train_dacl10k_v2_train_2243_30","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_30.png","cavity","bridge component unknown","0.00016764322916666666","206.0","train"
"train_dacl10k_v2_train_2243_31","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_31.png","spalling","bridge component unknown","0.0933740234375","114738.0","train"
"train_dacl10k_v2_train_2243_32","images/train/dacl10k_v2_train_2243.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2243_32.png","cavity","bridge component unknown","0.0100244140625","12318.0","train"
"train_dacl10k_v2_train_2244_0","images/train/dacl10k_v2_train_2244.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2244_0.png","crack","bridge component unknown","0.0021903935185185186","6056.0","train"
"train_dacl10k_v2_train_2244_1","images/train/dacl10k_v2_train_2244.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2244_1.png","efflorescence","bridge component unknown","0.03321144386574074","91823.0","train"
"train_dacl10k_v2_train_2244_2","images/train/dacl10k_v2_train_2244.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2244_2.png","crack","bridge component unknown","0.0010926649305555555","3021.0","train"
"train_dacl10k_v2_train_2244_3","images/train/dacl10k_v2_train_2244.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2244_3.png","efflorescence","bridge component unknown","0.01221607349537037","33775.0","train"
"train_dacl10k_v2_train_2244_4","images/train/dacl10k_v2_train_2244.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2244_4.png","efflorescence","bridge component unknown","0.0027701822916666665","7659.0","train"
"train_dacl10k_v2_train_2244_5","images/train/dacl10k_v2_train_2244.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2244_5.png","efflorescence","bridge component unknown","0.002073929398148148","5734.0","train"
"train_dacl10k_v2_train_2244_6","images/train/dacl10k_v2_train_2244.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2244_6.png","efflorescence","bridge component unknown","0.0032472511574074075","8978.0","train"
"train_dacl10k_v2_train_2244_7","images/train/dacl10k_v2_train_2244.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2244_7.png","spalling","bridge component unknown","0.0016775173611111112","4638.0","train"
"train_dacl10k_v2_train_2244_8","images/train/dacl10k_v2_train_2244.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2244_8.png","spalling","bridge component unknown","0.0025770399305555555","7125.0","train"
"train_dacl10k_v2_train_2244_9","images/train/dacl10k_v2_train_2244.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2244_9.png","spalling","bridge component unknown","0.01259982638888889","34836.0","train"
"train_dacl10k_v2_train_2244_10","images/train/dacl10k_v2_train_2244.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2244_10.png","weathering","bridge component unknown","0.04658347800925926","128794.0","train"
"train_dacl10k_v2_train_2245_0","images/train/dacl10k_v2_train_2245.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2245_0.png","restformwork","bridge component unknown","0.026416778564453125","20775.0","train"
"train_dacl10k_v2_train_2245_1","images/train/dacl10k_v2_train_2245.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2245_1.png","spalling","bridge component unknown","0.07004801432291667","55088.0","train"
"train_dacl10k_v2_train_2245_2","images/train/dacl10k_v2_train_2245.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2245_2.png","spalling","bridge component unknown","0.0008494059244791666","668.0","train"
"train_dacl10k_v2_train_2245_3","images/train/dacl10k_v2_train_2245.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2245_3.png","spalling","bridge component unknown","0.000637054443359375","501.0","train"
"train_dacl10k_v2_train_2245_4","images/train/dacl10k_v2_train_2245.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2245_4.png","spalling","bridge component unknown","0.00018310546875","144.0","train"
"train_dacl10k_v2_train_2245_5","images/train/dacl10k_v2_train_2245.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2245_5.png","weathering","bridge component unknown","0.005672454833984375","4461.0","train"
"train_dacl10k_v2_train_2245_6","images/train/dacl10k_v2_train_2245.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2245_6.png","spalling","bridge component unknown","0.0003814697265625","300.0","train"
"train_dacl10k_v2_train_2245_7","images/train/dacl10k_v2_train_2245.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2245_7.png","rust","bridge component unknown","0.00231170654296875","1818.0","train"
"train_dacl10k_v2_train_2246_0","images/train/dacl10k_v2_train_2246.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2246_0.png","crack","bridge component unknown","0.006234169006347656","19611.0","train"
"train_dacl10k_v2_train_2246_1","images/train/dacl10k_v2_train_2246.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2246_1.png","rust","bridge component unknown","0.007648468017578125","24060.0","train"
"train_dacl10k_v2_train_2246_2","images/train/dacl10k_v2_train_2246.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2246_2.png","rust","bridge component unknown","0.000396728515625","1248.0","train"
"train_dacl10k_v2_train_2246_3","images/train/dacl10k_v2_train_2246.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2246_3.png","spalling","bridge component unknown","0.007648468017578125","24060.0","train"
"train_dacl10k_v2_train_2246_5","images/train/dacl10k_v2_train_2246.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2246_5.png","rust","bridge component unknown","0.0005083084106445312","1599.0","train"
"train_dacl10k_v2_train_2246_6","images/train/dacl10k_v2_train_2246.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2246_6.png","spalling","bridge component unknown","0.0007063547770182291","2222.0","train"
"train_dacl10k_v2_train_2246_7","images/train/dacl10k_v2_train_2246.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2246_7.png","spalling","bridge component unknown","0.0004870096842447917","1532.0","train"
"train_dacl10k_v2_train_2246_8","images/train/dacl10k_v2_train_2246.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2246_8.png","spalling","bridge component unknown","0.00029786427815755207","937.0","train"
"train_dacl10k_v2_train_2246_9","images/train/dacl10k_v2_train_2246.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2246_9.png","spalling","bridge component unknown","0.0001923243204752604","605.0","train"
"train_dacl10k_v2_train_2246_10","images/train/dacl10k_v2_train_2246.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2246_10.png","spalling","bridge component unknown","0.0015967686971028645","5023.0","train"
"train_dacl10k_v2_train_2246_11","images/train/dacl10k_v2_train_2246.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2246_11.png","spalling","bridge component unknown","0.0005410512288411459","1702.0","train"
"train_dacl10k_v2_train_2246_12","images/train/dacl10k_v2_train_2246.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2246_12.png","weathering","bridge component unknown","0.07345835367838542","231080.0","train"
"train_dacl10k_v2_train_2247_0","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_0.png","crack","bridge component unknown","0.009359375","17970.0","train"
"train_dacl10k_v2_train_2247_1","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_1.png","efflorescence","bridge component unknown","0.2632375","505416.0","train"
"train_dacl10k_v2_train_2247_2","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_2.png","spalling","bridge component unknown","0.0022572916666666666","4334.0","train"
"train_dacl10k_v2_train_2247_3","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_3.png","spalling","bridge component unknown","0.005263541666666666","10106.0","train"
"train_dacl10k_v2_train_2247_4","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_4.png","spalling","bridge component unknown","0.0011765625","2259.0","train"
"train_dacl10k_v2_train_2247_5","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_5.png","spalling","bridge component unknown","0.018898958333333334","36286.0","train"
"train_dacl10k_v2_train_2247_6","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_6.png","spalling","bridge component unknown","0.0004963541666666666","953.0","train"
"train_dacl10k_v2_train_2247_7","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_7.png","spalling","bridge component unknown","0.00029270833333333335","562.0","train"
"train_dacl10k_v2_train_2247_8","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_8.png","spalling","bridge component unknown","0.04281302083333333","82201.0","train"
"train_dacl10k_v2_train_2247_9","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_9.png","spalling","bridge component unknown","0.0010276041666666667","1973.0","train"
"train_dacl10k_v2_train_2247_10","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_10.png","spalling","bridge component unknown","0.0006020833333333334","1156.0","train"
"train_dacl10k_v2_train_2247_11","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_11.png","rust","bridge component unknown","0.0002390625","459.0","train"
"train_dacl10k_v2_train_2247_12","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_12.png","rust","bridge component unknown","0.00019635416666666667","377.0","train"
"train_dacl10k_v2_train_2247_13","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_13.png","cavity","bridge component unknown","0.0005072916666666666","974.0","train"
"train_dacl10k_v2_train_2247_14","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_14.png","cavity","bridge component unknown","0.0017307291666666667","3323.0","train"
"train_dacl10k_v2_train_2247_15","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_15.png","cavity","bridge component unknown","0.0033328125","6399.0","train"
"train_dacl10k_v2_train_2247_16","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_16.png","cavity","bridge component unknown","0.0057671875","11073.0","train"
"train_dacl10k_v2_train_2247_17","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_17.png","cavity","bridge component unknown","0.0031625","6072.0","train"
"train_dacl10k_v2_train_2247_18","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_18.png","cavity","bridge component unknown","0.029728645833333334","57079.0","train"
"train_dacl10k_v2_train_2247_19","images/train/dacl10k_v2_train_2247.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2247_19.png","cavity","bridge component unknown","0.03552239583333333","68203.0","train"
"train_dacl10k_v2_train_2248_0","images/train/dacl10k_v2_train_2248.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2248_0.png","rust","drainage","0.0166625","31992.0","train"
"train_dacl10k_v2_train_2248_1","images/train/dacl10k_v2_train_2248.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2248_1.png","efflorescence","bridge component unknown","0.173334375","332802.0","train"
"train_dacl10k_v2_train_2248_2","images/train/dacl10k_v2_train_2248.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2248_2.png","efflorescence","bridge component unknown","0.013051041666666667","25058.0","train"
"train_dacl10k_v2_train_2248_3","images/train/dacl10k_v2_train_2248.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2248_3.png","efflorescence","bridge component unknown","0.012755729166666667","24491.0","train"
"train_dacl10k_v2_train_2248_4","images/train/dacl10k_v2_train_2248.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2248_4.png","efflorescence","bridge component unknown","0.0012052083333333333","2314.0","train"
"train_dacl10k_v2_train_2248_5","images/train/dacl10k_v2_train_2248.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2248_5.png","efflorescence","bridge component unknown","0.002038541666666667","3914.0","train"
"train_dacl10k_v2_train_2248_7","images/train/dacl10k_v2_train_2248.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2248_7.png","restformwork","bridge component unknown","0.0178765625","34323.0","train"
"train_dacl10k_v2_train_2249_0","images/train/dacl10k_v2_train_2249.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2249_0.png","crack","bridge component unknown","0.010433333333333333","20032.0","train"
"train_dacl10k_v2_train_2249_1","images/train/dacl10k_v2_train_2249.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2249_1.png","weathering","bridge component unknown","0.15265052083333333","293089.0","train"
"train_dacl10k_v2_train_2249_2","images/train/dacl10k_v2_train_2249.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2249_2.png","rust","bridge component unknown","0.0006802083333333333","1306.0","train"
"train_dacl10k_v2_train_2249_3","images/train/dacl10k_v2_train_2249.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2249_3.png","cavity","bridge component unknown","0.003198958333333333","6142.0","train"
"train_dacl10k_v2_train_2249_4","images/train/dacl10k_v2_train_2249.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2249_4.png","rust","bridge component unknown","0.0003505208333333333","673.0","train"
"train_dacl10k_v2_train_2249_5","images/train/dacl10k_v2_train_2249.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2249_5.png","spalling","bridge component unknown","0.013699479166666667","26303.0","train"
"train_dacl10k_v2_train_2249_6","images/train/dacl10k_v2_train_2249.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2249_6.png","spalling","bridge component unknown","0.006955208333333333","13354.0","train"
"train_dacl10k_v2_train_2250_0","images/train/dacl10k_v2_train_2250.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2250_0.png","cavity","bridge component unknown","0.10401026407877605","81797.0","train"
"train_dacl10k_v2_train_2250_1","images/train/dacl10k_v2_train_2250.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2250_1.png","cavity","bridge component unknown","0.024167378743489582","19006.0","train"
"train_dacl10k_v2_train_2250_2","images/train/dacl10k_v2_train_2250.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2250_2.png","hollowareas","bridge component unknown","0.4670270284016927","367285.0","train"
"train_dacl10k_v2_train_2250_3","images/train/dacl10k_v2_train_2250.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2250_3.png","crack","bridge component unknown","0.015677134195963543","12329.0","train"
"train_dacl10k_v2_train_2251_0","images/train/dacl10k_v2_train_2251.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2251_0.png","weathering","bridge component unknown","0.08339192708333333","102472.0","train"
"train_dacl10k_v2_train_2251_1","images/train/dacl10k_v2_train_2251.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2251_1.png","efflorescence","bridge component unknown","0.0094482421875","11610.0","train"
"train_dacl10k_v2_train_2251_2","images/train/dacl10k_v2_train_2251.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2251_2.png","weathering","bridge component unknown","0.26342529296875","323697.0","train"
"train_dacl10k_v2_train_2251_3","images/train/dacl10k_v2_train_2251.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2251_3.png","crack","bridge component unknown","0.019676106770833333","24178.0","train"
"train_dacl10k_v2_train_2251_4","images/train/dacl10k_v2_train_2251.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2251_4.png","spalling","bridge component unknown","0.06265218098958333","76987.0","train"
"train_dacl10k_v2_train_2251_5","images/train/dacl10k_v2_train_2251.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2251_5.png","cavity","bridge component unknown","0.003430989583333333","4216.0","train"
"train_dacl10k_v2_train_2251_6","images/train/dacl10k_v2_train_2251.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2251_6.png","cavity","bridge component unknown","0.014130859375","17364.0","train"
"train_dacl10k_v2_train_2251_7","images/train/dacl10k_v2_train_2251.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2251_7.png","cavity","bridge component unknown","0.0023486328125","2886.0","train"
"train_dacl10k_v2_train_2252_0","images/train/dacl10k_v2_train_2252.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2252_0.png","crack","bridge component unknown","0.01900318287037037","52540.0","train"
"train_dacl10k_v2_train_2252_1","images/train/dacl10k_v2_train_2252.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2252_1.png","crack","bridge component unknown","0.01667209201388889","46095.0","train"
"train_dacl10k_v2_train_2252_2","images/train/dacl10k_v2_train_2252.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2252_2.png","spalling","bridge component unknown","0.04738353587962963","131006.0","train"
"train_dacl10k_v2_train_2252_3","images/train/dacl10k_v2_train_2252.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2252_3.png","cavity","bridge component unknown","0.09195276331018519","254231.0","train"
"train_dacl10k_v2_train_2252_4","images/train/dacl10k_v2_train_2252.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2252_4.png","cavity","bridge component unknown","0.02584129050925926","71446.0","train"
"train_dacl10k_v2_train_2252_5","images/train/dacl10k_v2_train_2252.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2252_5.png","cavity","bridge component unknown","0.0029987702546296294","8291.0","train"
"train_dacl10k_v2_train_2253_0","images/train/dacl10k_v2_train_2253.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2253_0.png","wetspot","bridge component unknown","0.7301942274305555","2018841.0","train"
"train_dacl10k_v2_train_2253_1","images/train/dacl10k_v2_train_2253.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2253_1.png","efflorescence","bridge component unknown","0.04730758101851852","130796.0","train"
"train_dacl10k_v2_train_2253_2","images/train/dacl10k_v2_train_2253.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2253_2.png","crack","bridge component unknown","0.015569299768518518","43046.0","train"
"train_dacl10k_v2_train_2253_4","images/train/dacl10k_v2_train_2253.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2253_4.png","rust","bridge component unknown","0.4615400752314815","1276066.0","train"
"train_dacl10k_v2_train_2254_0","images/train/dacl10k_v2_train_2254.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2254_0.png","graffiti","bridge component unknown","0.011903483072916667","14627.0","train"
"train_dacl10k_v2_train_2254_1","images/train/dacl10k_v2_train_2254.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2254_1.png","graffiti","bridge component unknown","0.00418212890625","5139.0","train"
"train_dacl10k_v2_train_2254_2","images/train/dacl10k_v2_train_2254.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2254_2.png","graffiti","bridge component unknown","0.013400065104166666","16466.0","train"
"train_dacl10k_v2_train_2254_3","images/train/dacl10k_v2_train_2254.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2254_3.png","graffiti","bridge component unknown","0.27698974609375","340365.0","train"
"train_dacl10k_v2_train_2254_4","images/train/dacl10k_v2_train_2254.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2254_4.png","weathering","bridge component unknown","0.0064013671875","7866.0","train"
"train_dacl10k_v2_train_2254_5","images/train/dacl10k_v2_train_2254.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2254_5.png","rust","bridge component unknown","0.016039225260416668","19709.0","train"
"train_dacl10k_v2_train_2254_6","images/train/dacl10k_v2_train_2254.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2254_6.png","spalling","bridge component unknown","0.0011181640625","1374.0","train"
"train_dacl10k_v2_train_2254_7","images/train/dacl10k_v2_train_2254.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2254_7.png","spalling","bridge component unknown","0.0012166341145833333","1495.0","train"
"train_dacl10k_v2_train_2254_8","images/train/dacl10k_v2_train_2254.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2254_8.png","spalling","bridge component unknown","0.00057373046875","705.0","train"
"train_dacl10k_v2_train_2254_9","images/train/dacl10k_v2_train_2254.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2254_9.png","spalling","bridge component unknown","0.0017244466145833334","2119.0","train"
"train_dacl10k_v2_train_2254_10","images/train/dacl10k_v2_train_2254.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2254_10.png","weathering","bridge component unknown","0.05771809895833333","70924.0","train"
"train_dacl10k_v2_train_2255_2","images/train/dacl10k_v2_train_2255.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2255_2.png","crack","bridge component unknown","0.030551910400390625","24027.0","train"
"train_dacl10k_v2_train_2255_4","images/train/dacl10k_v2_train_2255.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_2255_4.png","efflorescence","bridge component unknown","0.057652791341145836","45340.0","train"
